,Unnamed: 0,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,ST01Q01,ST02Q01,ST03Q01,ST03Q02,ST04Q01,ST05Q01,ST06Q01,ST07Q01,ST07Q02,ST07Q03,ST08Q01,ST09Q01,ST115Q01,ST11Q01,ST11Q02,ST11Q03,ST11Q04,ST11Q05,ST11Q06,ST13Q01,ST14Q01,ST14Q02,ST14Q03,ST14Q04,ST15Q01,ST17Q01,ST18Q01,ST18Q02,ST18Q03,ST18Q04,ST19Q01,ST20Q01,ST20Q02,ST20Q03,ST21Q01,ST25Q01,ST26Q01,ST26Q02,ST26Q03,ST26Q04,ST26Q05,ST26Q06,ST26Q07,ST26Q08,ST26Q09,ST26Q10,ST26Q11,ST26Q12,ST26Q13,ST26Q14,ST26Q15,ST26Q16,ST26Q17,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST28Q01,ST29Q01,ST29Q02,ST29Q03,ST29Q04,ST29Q05,ST29Q06,ST29Q07,ST29Q08,ST35Q01,ST35Q02,ST35Q03,ST35Q04,ST35Q05,ST35Q06,ST37Q01,ST37Q02,ST37Q03,ST37Q04,ST37Q05,ST37Q06,ST37Q07,ST37Q08,ST42Q01,ST42Q02,ST42Q03,ST42Q04,ST42Q05,ST42Q06,ST42Q07,ST42Q08,ST42Q09,ST42Q10,ST43Q01,ST43Q02,ST43Q03,ST43Q04,ST43Q05,ST43Q06,ST44Q01,ST44Q03,ST44Q04,ST44Q05,ST44Q07,ST44Q08,ST46Q01,ST46Q02,ST46Q03,ST46Q04,ST46Q05,ST46Q06,ST46Q07,ST46Q08,ST46Q09,ST48Q01,ST48Q02,ST48Q03,ST48Q04,ST48Q05,ST49Q01,ST49Q02,ST49Q03,ST49Q04,ST49Q05,ST49Q06,ST49Q07,ST49Q09,ST53Q01,ST53Q02,ST53Q03,ST53Q04,ST55Q01,ST55Q02,ST55Q03,ST55Q04,ST57Q01,ST57Q02,ST57Q03,ST57Q04,ST57Q05,ST57Q06,ST61Q01,ST61Q02,ST61Q03,ST61Q04,ST61Q05,ST61Q06,ST61Q07,ST61Q08,ST61Q09,ST62Q01,ST62Q02,ST62Q03,ST62Q04,ST62Q06,ST62Q07,ST62Q08,ST62Q09,ST62Q10,ST62Q11,ST62Q12,ST62Q13,ST62Q15,ST62Q16,ST62Q17,ST62Q19,ST69Q01,ST69Q02,ST69Q03,ST70Q01,ST70Q02,ST70Q03,ST71Q01,ST72Q01,ST73Q01,ST73Q02,ST74Q01,ST74Q02,ST75Q01,ST75Q02,ST76Q01,ST76Q02,ST77Q01,ST77Q02,ST77Q04,ST77Q05,ST77Q06,ST79Q01,ST79Q02,ST79Q03,ST79Q04,ST79Q05,ST79Q06,ST79Q07,ST79Q08,ST79Q10,ST79Q11,ST79Q12,ST79Q15,ST79Q17,ST80Q01,ST80Q04,ST80Q05,ST80Q06,ST80Q07,ST80Q08,ST80Q09,ST80Q10,ST80Q11,ST81Q01,ST81Q02,ST81Q03,ST81Q04,ST81Q05,ST82Q01,ST82Q02,ST82Q03,ST83Q01,ST83Q02,ST83Q03,ST83Q04,ST84Q01,ST84Q02,ST84Q03,ST85Q01,ST85Q02,ST85Q03,ST85Q04,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,ST94Q05,ST94Q06,ST94Q09,ST94Q10,ST94Q14,ST96Q01,ST96Q02,ST96Q03,ST96Q05,ST101Q01,ST101Q02,ST101Q03,ST101Q05,ST104Q01,ST104Q04,ST104Q05,ST104Q06,IC01Q01,IC01Q02,IC01Q03,IC01Q04,IC01Q05,IC01Q06,IC01Q07,IC01Q08,IC01Q09,IC01Q10,IC01Q11,IC02Q01,IC02Q02,IC02Q03,IC02Q04,IC02Q05,IC02Q06,IC02Q07,IC03Q01,IC04Q01,IC05Q01,IC06Q01,IC07Q01,IC08Q01,IC08Q02,IC08Q03,IC08Q04,IC08Q05,IC08Q06,IC08Q07,IC08Q08,IC08Q09,IC08Q11,IC09Q01,IC09Q02,IC09Q03,IC09Q04,IC09Q05,IC09Q06,IC09Q07,IC10Q01,IC10Q02,IC10Q03,IC10Q04,IC10Q05,IC10Q06,IC10Q07,IC10Q08,IC10Q09,IC11Q01,IC11Q02,IC11Q03,IC11Q04,IC11Q05,IC11Q06,IC11Q07,IC22Q01,IC22Q02,IC22Q04,IC22Q06,IC22Q07,IC22Q08,EC01Q01,EC02Q01,EC03Q01,EC03Q02,EC03Q03,EC03Q04,EC03Q05,EC03Q06,EC03Q07,EC03Q08,EC03Q09,EC03Q10,EC04Q01A,EC04Q01B,EC04Q01C,EC04Q02A,EC04Q02B,EC04Q02C,EC04Q03A,EC04Q03B,EC04Q03C,EC04Q04A,EC04Q04B,EC04Q04C,EC04Q05A,EC04Q05B,EC04Q05C,EC04Q06A,EC04Q06B,EC04Q06C,EC05Q01,EC06Q01,EC07Q01,EC07Q02,EC07Q03,EC07Q04,EC07Q05,EC08Q01,EC08Q02,EC08Q03,EC08Q04,EC09Q03,EC10Q01,EC11Q02,EC11Q03,EC12Q01,ST22Q01,ST23Q01,ST23Q02,ST23Q03,ST23Q04,ST23Q05,ST23Q06,ST23Q07,ST23Q08,ST24Q01,ST24Q02,ST24Q03,CLCUSE1,CLCUSE301,CLCUSE302,DEFFORT,QUESTID,BOOKID,EASY,AGE,GRADE,PROGN,ANXMAT,ATSCHL,ATTLNACT,BELONG,BFMJ2,BMMJ1,CLSMAN,COBN_F,COBN_M,COBN_S,COGACT,CULTDIST,CULTPOS,DISCLIMA,ENTUSE,ESCS,EXAPPLM,EXPUREM,FAILMAT,FAMCON,FAMCONC,FAMSTRUC,FISCED,HEDRES,HERITCUL,HISCED,HISEI,HOMEPOS,HOMSCH,HOSTCUL,ICTATTNEG,ICTATTPOS,ICTHOME,ICTRES,ICTSCH,IMMIG,INFOCAR,INFOJOB1,INFOJOB2,INSTMOT,INTMAT,ISCEDD,ISCEDL,ISCEDO,LANGCOMM,LANGN,LANGRPPD,LMINS,MATBEH,MATHEFF,MATINTFC,MATWKETH,MISCED,MMINS,MTSUP,OCOD1,OCOD2,OPENPS,OUTHOURS,PARED,PERSEV,REPEAT,SCMAT,SMINS,STUDREL,SUBNORM,TCHBEHFA,TCHBEHSO,TCHBEHTD,TEACHSUP,TESTLANG,TIMEINT,USEMATH,USESCH,WEALTH,ANCATSCHL,ANCATTLNACT,ANCBELONG,ANCCLSMAN,ANCCOGACT,ANCINSTMOT,ANCINTMAT,ANCMATWKETH,ANCMTSUP,ANCSCMAT,ANCSTUDREL,ANCSUBNORM,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV1MACC,PV2MACC,PV3MACC,PV4MACC,PV5MACC,PV1MACQ,PV2MACQ,PV3MACQ,PV4MACQ,PV5MACQ,PV1MACS,PV2MACS,PV3MACS,PV4MACS,PV5MACS,PV1MACU,PV2MACU,PV3MACU,PV4MACU,PV5MACU,PV1MAPE,PV2MAPE,PV3MAPE,PV4MAPE,PV5MAPE,PV1MAPF,PV2MAPF,PV3MAPF,PV4MAPF,PV5MAPF,PV1MAPI,PV2MAPI,PV3MAPI,PV4MAPI,PV5MAPI,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,W_FSTUWT,W_FSTR1,W_FSTR2,W_FSTR3,W_FSTR4,W_FSTR5,W_FSTR6,W_FSTR7,W_FSTR8,W_FSTR9,W_FSTR10,W_FSTR11,W_FSTR12,W_FSTR13,W_FSTR14,W_FSTR15,W_FSTR16,W_FSTR17,W_FSTR18,W_FSTR19,W_FSTR20,W_FSTR21,W_FSTR22,W_FSTR23,W_FSTR24,W_FSTR25,W_FSTR26,W_FSTR27,W_FSTR28,W_FSTR29,W_FSTR30,W_FSTR31,W_FSTR32,W_FSTR33,W_FSTR34,W_FSTR35,W_FSTR36,W_FSTR37,W_FSTR38,W_FSTR39,W_FSTR40,W_FSTR41,W_FSTR42,W_FSTR43,W_FSTR44,W_FSTR45,W_FSTR46,W_FSTR47,W_FSTR48,W_FSTR49,W_FSTR50,W_FSTR51,W_FSTR52,W_FSTR53,W_FSTR54,W_FSTR55,W_FSTR56,W_FSTR57,W_FSTR58,W_FSTR59,W_FSTR60,W_FSTR61,W_FSTR62,W_FSTR63,W_FSTR64,W_FSTR65,W_FSTR66,W_FSTR67,W_FSTR68,W_FSTR69,W_FSTR70,W_FSTR71,W_FSTR72,W_FSTR73,W_FSTR74,W_FSTR75,W_FSTR76,W_FSTR77,W_FSTR78,W_FSTR79,W_FSTR80,WVARSTRR,VAR_UNIT,SENWGT_STU,VER_STU
345553,345554,Mexico,4840000,MEX2161,OECD,Mexico ,1295,29851,9,2.0,3,1996,Male,"Yes, for more than one year",6.0,"Yes, once",,,None  ,None  ,1.0,No,No,Yes,Yes,Yes,Yes,<ISCED level 2> ,No,No,No,,"Other (e.g. home duties, retired) ",<ISCED level 2> ,No,No,No,,Working full-time <for pay> ,Country of test,Country of test,Country of test,,Language of the test,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,484001,484002,484002,Three or more,One,None,One,Two,11-25 books ,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Confident,Confident,Confident,Confident,Very confident,Not very confident,Not very confident,Not at all confident,,,,,,,,,,,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Very   Likely,Slightly likely,Not at all likely,Likely,Likely,Slightly likely,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Courses after school Math,Major in college Science,Study harder Test Language,Maximum classes Math,Pursuing a career Science,Often,Sometimes,Never or rarely,Sometimes,Never or rarely,Often,Always or almost always,Never or rarely,,,,,,,,,,,,,,,,,,,,,,,,Never heard of it,"Know it well,  understand the concept","Know it well,  understand the concept",,"Know it well,  understand the concept","Know it well,  understand the concept",Never heard of it,Never heard of it,Heard of it a few times,,,Never heard of it,Heard of it often,Heard of it a few times,Heard of it often,"Know it well,  understand the concept",50.0,50.0,50.0,5.0,5.0,6.0,50.0,34.0,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely ,Frequently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Mostly like me,Very much like me,Not much like me,Very much like me,Very much like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,definitely not do this,definitely do this,probably not do this,probably do this,1.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,No,,No,No,No,,"Yes, and I use it","Yes, and I use it",No,"Yes, and I use it",No,,"Yes, and I use it",No,"Yes, and I use it","Yes, and I use it","Yes, and I use it",No,6 years old or younger,10-12 years old,3,4,5,Once or twice a week,Almost every day,Never or hardly ever,Almost every day,Once or twice a week,Almost every day,Almost every day,Once or twice a week,Every day,Almost every day,Once or twice a week,Almost every day,Once or twice a week,Every day,Never or hardly ever,Once or twice a week,Once or twice a month,Once or twice a month,Never or hardly ever,,Almost every day,Never or hardly ever,Never or hardly ever,Never or hardly ever,Once or twice a week,Almost every day,"Yes, but only the teacher demonstrated this ",No,"Yes, students did this",No,"Yes, but only the teacher demonstrated this ",No,No,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Simple calculator,8,10,2,StQ Form A,booklet 12,Easier set of booklets,16.0,-1.0,Mexico: Technical Lower Secondary,,,,,23.57,29.73,,Mexico ,Mexico ,Mexico ,,,1.27,,0.4546,-1.6,,,-0.076,0.1452,,3.0,ISCED 2,-0.69,,ISCED 2,29.73,-1.51,0.8118,,-0.1489,0.5519,-1.5826,-1.99,1.1591,Native,,,,0.8,0.3,A,ISCED level 2,General,,Spanish,,250.0,1.0998,-0.63,-0.2514,-0.4017,ISCED 2,250.0,,Sales workers,"Bakers, pastry-cooks and confectionery makers",0.2542,,9.0,0.2586,Repeated a <grade>,,300.0,,-0.7176,,,,,Spanish,45.0,0.5798,0.8463,-2.04,,,,,,,,,,,,,473.2902,450.70099999999996,457.7115,457.7115,389.165,504.4477,575.331,539.4999,534.8263,546.5104,424.2172,497.4373,483.4164,470.1745,451.48,413.31199999999995,467.8377,491.2058,454.5957,477.1849,451.48,500.55300000000005,509.9003,452.2589,452.2589,364.23900000000003,442.9117,481.0796,424.2172,448.3642,416.4278,516.1318,522.3633,490.4269,502.1109,416.4278,483.4164,468.6166,456.9325,460.8272,435.5983,443.6178,415.5497,418.7575,397.1049,501.9955,491.7382,508.5229,502.92800000000005,468.426,37.2229,55.8343,18.6114,55.8343,55.8343,55.8343,55.8343,18.6114,18.6114,55.8343,18.6114,18.6114,55.8343,55.8343,18.6114,18.6114,18.6114,18.6114,55.8343,18.6114,55.8343,55.8343,18.6114,55.8343,55.8343,55.8343,55.8343,18.6114,18.6114,55.8343,18.6114,18.6114,55.8343,55.8343,18.6114,18.6114,18.6114,18.6114,55.8343,18.6114,55.8343,18.6114,55.8343,18.6114,18.6114,18.6114,18.6114,55.8343,55.8343,18.6114,55.8343,55.8343,18.6114,18.6114,55.8343,55.8343,55.8343,55.8343,18.6114,55.8343,18.6114,18.6114,55.8343,18.6114,18.6114,18.6114,18.6114,55.8343,55.8343,18.6114,55.8343,55.8343,18.6114,18.6114,55.8343,55.8343,55.8343,55.8343,18.6114,55.8343,18.6114,22,1,0.0281,22NOV13
266391,266392,Italy,3800000,ITA1201,OECD,Italy,982,25802,10,1.0,7,1996,Female,"Yes, for more than one year",6.0,"No, never","No, never","No, never",None  ,One or two times  ,1.0,Yes,Yes,No,Yes,No,No,<ISCED level 2> ,No,No,No,No,Working part-time <for pay>,<ISCED level 3A> ,No,No,No,No,Working full-time <for pay> ,Country of test,Country of test,Country of test,,Other language,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,380002,380002,380001,Three or more,Two,Two,Two,Two,26-100 books ,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Confident,Very confident,Confident,Confident,Very confident,Not very confident,Confident,Confident,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Likely,Not at all likely,Not at all likely,Likely,Slightly likely,Slightly likely,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Courses after school Test Language,Major in college Science,Study harder Math,,Pursuing a career Science,Sometimes,Never or rarely,Never or rarely,Never or rarely,Sometimes,Often,Sometimes,Never or rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Every Lesson,Most Lessons,Every Lesson,Most Lessons,Some Lessons,Most Lessons,Some Lessons,Never or Hardly Ever,Never or Hardly Ever,Some Lessons,Most Lessons,Some Lessons,Some Lessons,Most Lessons,Some Lessons,Most Lessons,Some Lessons,Some Lessons,Sometimes,Often,Often,Always or almost always,Sometimes,Often,Always or almost always,Often,Often,Some Lessons,Some Lessons,Most Lessons,Never or Hardly Ever,Never or Hardly Ever,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Somewhat like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,probably not do this,probably do this,probably do this,probably not do this,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,"Yes, but I don’t use it","Yes, and I use it",No,"Yes, and I use it","Yes, and I use it","Yes, and I use it",No,"Yes, and I use it","Yes, and I use it","Yes, and I use it",No,"Yes, and I use it",No,No,"Yes, and I use it",No,No,No,13 years old  or older,13 years old  or older,1,4,3,Once or twice a week,Never or hardly ever,Once or twice a month,Almost every day,Every day,Once or twice a week,Once or twice a week,Almost every day,Once or twice a week,Never or hardly ever,Once or twice a week,Once or twice a month,Never or hardly ever,Never or hardly ever,Once or twice a month,Once or twice a week,Never or hardly ever,Never or hardly ever,Never or hardly ever,Once or twice a month,Never or hardly ever,Never or hardly ever,Once or twice a month,Once or twice a week,Once or twice a month,Once or twice a week,"Yes, students did this",No,"Yes, students did this",No,No,No,"Yes, but only the teacher demonstrated this ",Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,"No, never  ","No, never  ","No, never","No, never","No, never","No, never",Yes,Yes,Yes,"No, never",Yes,"No, never",2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,<test language> or <other official national language(s) or d,,,,,,,,,,,"No, never",,"No, never","No, never",,,,,,,,,,,,,,A Simple calculator,9,10,1,StQ Form B,booklet 1,Standard set of booklets,15.67,0.0,"Italy: Scientific, Classical, Social Science, Scientific-tec",0.56,0.77,0.5206,0.32,55.25,32.2,0.764,Italy,Italy,Italy,0.3891,,0.25,0.2,-0.0919,0.15,,,-0.767,,,2.0,"ISCED 3A, ISCED 4",1.12,,"ISCED 3A, ISCED 4",55.25,0.31,-0.0911,,-0.7394,0.5519,-0.0872,0.24,-0.7538,Native,-0.0586,,,0.05,-0.95,A,ISCED level 3,General,,A dialect (ITA),,,0.4486,-0.02,-0.5939,-0.2356,ISCED 2,,0.2486,Domestic housekeepers,Accounting associate professionals,0.0521,,13.0,-0.5316,Did not repeat a <grade>,-0.29,,-0.79,-0.7176,-0.0092,0.2217,-0.5612,0.11,Italian,19.0,0.7306,0.4704,0.05,0.1565,0.0309,0.0064,0.2299,0.2717,-0.0321,-0.096,-0.0229,-0.0243,0.0358,-0.2217,-0.0718,541.6031,568.0869,548.6135,565.7501,582.8867,601.5812,571.2027,574.3184,624.9494,565.7501,646.7596,629.623,615.6021,658.4437,593.0129,529.1401,498.7615,551.7292,563.4133,501.0983,576.6552,557.1818,550.9503,598.4655,550.1714,608.5917,578.2131,568.0869,547.0556,587.5604,580.5499,536.1505,526.0243,519.7928,537.7084,639.7492,634.2966,628.8441,580.5499,624.9494,479.1318,537.1164,529.9677,557.7685,576.832,591.2346,596.8295,598.6945,580.9772,586.5722,2.0738,3.1107,0.9954,0.9954,1.0877,3.2304,0.997,3.1011,1.0404,2.9863,3.1107,3.1107,3.2304,1.0369,1.0877,3.1011,1.082,1.0404,3.1107,2.9819,1.0369,3.1107,1.082,1.082,0.997,2.9819,1.0877,3.1011,1.0404,3.2460000000000004,3.1107,3.1107,2.9819,1.0369,0.997,3.1011,0.9954,1.0404,3.1107,3.2304,1.0369,1.0369,3.2460000000000004,3.2460000000000004,2.9819,0.997,3.2304,1.0404,3.1011,1.082,1.0369,1.0369,0.997,3.1107,2.9819,1.0404,2.9863,3.1011,1.0369,1.0877,3.1107,1.0369,2.9863,2.9863,3.2304,1.0877,2.9819,1.0404,3.1011,0.9954,1.0369,1.0369,1.0877,3.1107,3.2304,1.0404,3.2460000000000004,3.1011,1.0369,0.997,3.1107,45,1,0.004,22NOV13
275955,275956,Jordan,4000000,JOR9797,Non-OECD,Jordan ,143,4293,10,1.0,12,1996,Male,,6.0,"No, never","No, never",,One or two times  ,One or two times  ,1.0,Yes,Yes,Yes,Yes,No,No,<ISCED level 2> ,No,No,No,,"Other (e.g. home duties, retired) ",<ISCED level 3A> ,No,No,No,,Working full-time <for pay> ,Country of test,Country of test,Other country,,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,400001,400001,400001,Three or more,Two,Three or more,,Three or more,26-100 books ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Not at all likely,Not at all likely,Not at all likely,Likely,Not at all likely,Slightly likely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Courses after school Math,Major in college Math,Study harder Math,Maximum classes Science,Pursuing a career Math,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Always or almost always,relating to known,Improve understanding,learning goals,more information,Less than 2 hours a week,2 or more but less than 4 hours a week,2 or more but less than 4 hours a week,Less than 2 hours a week,,4.0,,,,,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Heard of it often,"Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept",Heard of it often,"Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept",Heard of it often,"Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept","Know it well,  understand the concept",30.0,60.0,60.0,1.0,2.0,2.0,42.0,30.0,Rarely ,Never ,Frequently,,Frequently,Frequently,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,definitely do this,definitely do this,definitely do this,definitely do this,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,"Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it","Yes, and I use it",No,"Yes, and I use it","Yes, but I don’t use it",No,"Yes, and I use it",No,6 years old or younger,7-9 years old,4,4,6,Once or twice a month,Never or hardly ever,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Once or twice a week,Once or twice a month,Every day,Every day,Never or hardly ever,Never or hardly ever,Never or hardly ever,Never or hardly ever,Never or hardly ever,"Yes, students did this",No,No,"Yes, students did this",No,"Yes, students did this","Yes, students did this",Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No calculator,8,10,2,StQ Form A,booklet 11,Easier set of booklets,15.42,0.0,Jordan: basic education,,,,,33.76,,,Another country (JOR),Jordan ,Jordan ,,,1.27,,1.3322,0.05,3.2039,0.7955,-1.6239,2.3585,-0.42,2.0,"ISCED 3A, ISCED 4",1.12,,"ISCED 3A, ISCED 4",33.76,1.73,3.7332,,0.3419,1.3045,2.7833,1.15,0.23399999999999999,Native,,,,1.59,2.29,A,ISCED level 2,General,,Arabic ,,30.0,4.4249,2.27,0.6584,2.7167,ISCED 2,120.0,,Housewife,House builders,2.4465,4.0,12.0,0.4795,Did not repeat a <grade>,,120.0,,2.8039,,,,,Arabic ,69.0,1.137,0.8386,1.56,,,,,,,,,,,,,415.8046,347.2581,390.8786,388.5418,364.3948,435.2781,349.595,408.7942,402.5627,436.05699999999996,362.05800000000005,302.8587,346.4792,371.4052,330.9005,404.8995,379.1946,427.4887,436.05699999999996,445.4043,352.7107,288.0589,316.8796,365.9526,337.9109,379.9735,362.05800000000005,342.5845,388.5418,408.0153,385.4261,355.8265,341.0266,383.8682,418.9204,337.13199999999995,319.2164,330.9005,355.8265,362.05800000000005,408.1718,336.7987,364.8667,354.4415,356.0454,335.4532,370.8877,360.6304,364.3603,338.2507,6.6042,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,9.9063,9.9063,3.3021,9.9063,3.3021,9.9063,3.3021,3.3021,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,9.9063,9.9063,3.3021,9.9063,3.3021,9.9063,3.3021,3.3021,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,9.9063,9.9063,3.3021,9.9063,3.3021,9.9063,3.3021,3.3021,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,3.3021,3.3021,9.9063,9.9063,9.9063,9.9063,3.3021,9.9063,3.3021,9.9063,3.3021,3.3021,3.3021,3.3021,9.9063,9.9063,3.3021,5,2,0.0594,22NOV13
